aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"47,900",14,2,2015, , ,59.993,17,60,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"75,000",16,2,2015, , ,94.28,11,9,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"63,500",9,2,2015, , ,84.858,13,60,1,N, 
 ,두레엘리시안,11110-2175,0174,0001,2007, , , ,"46,500",16,2,2015, , ,59.85,7,174-1,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"52,800",7,2,2015, , ,84.95,25,76,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"39,500",9,2,2015, , ,106.62,6,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,900",7,2,2015, , ,54.7,4,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"23,700",23,2,2015, , ,54.7,5,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,500",7,2,2015, , ,79.87,12,703,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"55,400",10,2,2015, , ,84.8,20,4,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"54,970",16,2,2015, , ,84.92,18,82,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"53,500",2,2,2015, , ,98.39,9,48-2,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"58,900",8,2,2015, , ,84.858,8,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"59,000",14,2,2015, , ,84.858,5,60,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"45,890",28,2,2015, , ,84.92,6,82,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,500",25,2,2015, , ,59.9426,5,766,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"36,900",12,2,2015, , ,79.87,6,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,700",7,2,2015, , ,54.7,8,702,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"46,000",28,2,2015, , ,84.9,2,232,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,000",7,2,2015, , ,79.87,10,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,500",16,2,2015, , ,64.66,4,703,1,N, 
 ,성용,11110-36,0640,0252,1994, , , ,"23,700",3,2,2015, , ,59.28,2,640-252,1,N, 
 ,MID그린(6동),11110-99,0601,0007,2002, , , ,"24,500",2,2,2015, , ,59.04,6,601-7,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"36,000",10,2,2015, , ,59.95,5,232,1,N, 
 ,대성스카이렉스,11110-2223,0110,0000,2008, , , ,"77,000",4,2,2015, , ,137.55,12,110,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,950",27,2,2015, , ,114.9,9,82,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"44,000",24,2,2015, , ,84.67,4,23-76,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,800",11,2,2015, , ,79.87,10,702,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"77,900",17,2,2015, , ,94.28,12,9,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"52,000",17,2,2015, , ,84.9,9,232,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"13,700",14,2,2015, , ,17.811,15,202-3,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"25,000",4,2,2015, , ,54.7,7,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,300",26,2,2015, , ,64.66,14,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"28,250",7,2,2015, , ,54.7,10,702,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"37,500",2,2,2015, , ,59.95,23,232,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"25,200",9,2,2015, , ,59.22,13,254,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,300",17,2,2015, , ,22.17,10,62-2,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"53,800",25,2,2015, , ,84.95,9,76,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"25,700",2,2,2015, , ,48.54,7,55,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"25,700",5,2,2015, , ,48.54,5,55,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"51,000",6,2,2015, , ,84.9,2,4,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"11,500",3,2,2015, , ,15.855,15,1421-1,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"67,000",15,2,2015, , ,84.858,8,60,1,N, 
 ,건양하늘터,11110-2128,0023,0000,2006, , , ,"43,000",3,2,2015, , ,84.78,2,23,1,N, 
 ,종로아인스빌,11110-2344,1392,0001,2013, , , ,"11,450",16,2,2015, , ,12.15,11,1392-1,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"60,000",12,2,2015, , ,111.73,29,76,1,N, 
 ,숭인한양LEEPS,11110-2366,1421,0002,2014, , , ,"11,550",11,2,2015, , ,12.78,6,1421-2,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"65,000",13,2,2015, , ,70.8,12,9,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"43,000",7,2,2015, , ,84.98,16,48-2,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"13,980",10,2,2015, , ,16.67,4,296-19,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"56,500",7,2,2015, , ,84.9,8,4,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,100",10,2,2015, , ,79.87,8,703,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"56,000",3,2,2015, , ,114.67,12,2-1,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"155,000",9,2,2015, , ,174.55,7,72,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"22,800",5,2,2015, , ,54.7,1,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,800",6,2,2015, , ,54.7,13,702,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"14,000",5,2,2015, , ,32.54,5,595,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,500",3,2,2015, , ,79.87,11,703,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"44,500",25,3,2015, , ,84.5,18,23-816,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"27,000",28,3,2015, , ,54.7,6,702,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"41,600",26,3,2015, , ,59.9426,3,766,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"49,350",16,3,2015, , ,84.92,9,82,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"85,500",28,3,2015, , ,150.94,2,45,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"58,000",9,3,2015, , ,114.67,1,2-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"50,950",31,3,2015, , ,84.92,7,82,1,N, 
 ,아미레스아파트,11110-24,0045,0005,2002, , , ,"40,700",27,3,2015, , ,73.17,7,45-5,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"36,950",23,3,2015, , ,60,6,82,1,N, 
 ,흥인,11110-40,0627,0021,1997, , , ,"18,000",31,3,2015, , ,56.88,2,627-21,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"77,000",28,3,2015, , ,97.61,1,9,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"60,000",17,3,2015, , ,84.858,8,60,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,000",21,3,2015, , ,59.92,1,2-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"50,950",14,3,2015, , ,84.92,3,82,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"96,500",28,3,2015, , ,126.34,4,9,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"50,000",14,3,2015, , ,84.9478,5,766,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,950",5,3,2015, , ,114.9,4,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,800",24,3,2015, , ,79.87,2,702,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"55,500",5,3,2015, , ,114.7153,1,766,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"25,500",31,3,2015, , ,59.22,14,254,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"39,800",5,3,2015, , ,60,6,82,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"66,500",8,3,2015, , ,84.858,12,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"72,000",30,3,2015, , ,114.931,3,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"67,000",30,3,2015, , ,84.858,7,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"49,000",21,3,2015, , ,59.993,14,60,1,N, 
 ,청운현대,11110-4,0056,0045,2000, , , ,"89,000",19,3,2015, , ,129.76,1,56-45,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"56,490",28,3,2015, , ,84.92,18,82,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"85,000",7,3,2015, , ,94.51,9,9,1,N, 
 ,삼전솔하임4차,11110-2368,0318,0002,2014, , , ,"14,200",25,3,2015, , ,15.09,11,318-2,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,300",7,3,2015, , ,64.66,6,703,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"59,500",28,3,2015, , ,84.9,14,4,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"19,800",8,3,2015, , ,28.8,1,328-17,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,400",16,3,2015, , ,59.92,5,2-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,000",9,3,2015, , ,54.7,2,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"27,600",2,3,2015, , ,54.7,13,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,300",29,3,2015, , ,54.7,2,702,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"10,900",19,3,2015, , ,15.855,10,1421-1,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"10,900",19,3,2015, , ,15.855,10,1421-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,000",16,3,2015, , ,64.66,8,703,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"111,000",31,3,2015, , ,147.62,16,95,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"40,690",16,3,2015, , ,60,10,82,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"13,000",9,3,2015, , ,32.54,7,595,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"57,000",23,3,2015, , ,84.858,4,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"74,500",23,3,2015, , ,114.931,5,60,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"42,700",24,3,2015, , ,84.81,3,23-76,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"60,000",21,3,2015, , ,84.858,3,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"107,500",2,3,2015, , ,157.289,6,60,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,700",21,3,2015, , ,64.66,14,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"42,000",10,3,2015, , ,115.53,6,703,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"98,000",18,3,2015, , ,157.289,7,60,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"12,500",26,3,2015, , ,19.466,16,202-3,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"76,500",21,3,2015, , ,114.931,11,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"64,400",12,3,2015, , ,84.858,13,60,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,500",25,3,2015, , ,16.67,5,296-19,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"11,400",21,3,2015, , ,15.855,12,1421-1,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"74,500",17,3,2015, , ,114.36,5,236,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"39,480",21,3,2015, , ,60,3,82,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"50,000",25,3,2015, , ,84.9,7,236,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"58,000",19,3,2015, , ,84.9,14,4,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"48,500",9,3,2015, , ,84.9,14,232,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"53,000",29,3,2015, , ,84.95,26,76,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"48,500",23,3,2015, , ,84.92,6,2-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"68,700",27,3,2015, , ,114.9,14,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,470",26,3,2015, , ,84.92,4,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"51,970",28,3,2015, , ,84.92,9,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"36,980",25,3,2015, , ,60,3,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,950",14,3,2015, , ,114.9,13,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"67,950",7,3,2015, , ,114.9,13,82,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"43,500",25,3,2015, , ,84.81,4,23-76,1,N, 
 ,광화문스페이스본(106동),11110-2204,0009,0001,2008, , , ,"107,000",16,3,2015, , ,144.52,6,9-1,1,N, 
 ,삼전솔하임4차,11110-2368,0318,0002,2014, , , ,"14,200",25,3,2015, , ,15.09,11,318-2,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"40,500",6,3,2015, , ,59.9426,8,766,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"38,000",12,3,2015, , ,59.9426,10,766,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,990",1,3,2015, , ,84.92,12,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"39,600",22,3,2015, , ,60,11,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"50,990",18,3,2015, , ,114.9,1,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"34,990",28,3,2015, , ,60,8,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,990",4,3,2015, , ,84.92,14,82,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"73,000",21,3,2015, , ,94.51,7,9,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,000",14,3,2015, , ,15,10,296-19,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"56,200",20,3,2015, , ,84.9,13,232,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"37,790",12,3,2015, , ,60,9,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"39,000",6,3,2015, , ,59.95,16,232,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"48,500",28,3,2015, , ,103.07,4,33-1,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"13,980",27,3,2015, , ,16.67,4,296-19,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"13,780",27,3,2015, , ,15,4,296-19,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"13,380",27,3,2015, , ,14.69,4,296-19,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"30,000",17,3,2015, , ,59.97,14,596,1,N, 
 ,경희궁의아침2단지,11110-115,0071,0000,2004, , , ,"108,000",5,3,2015, , ,124.17,2,71,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"44,500",3,3,2015, , ,84.5,6,23-816,1,N, 
 ,신현(101동),11110-7,0006,0013,2002, , , ,"48,500",2,3,2015, , ,84.82,3,6-13,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"117,500",7,3,2015, , ,146.39,14,95,1,N, 
 ,숭인상가,11110-48,0204,0011,1979, , , ,"31,000",27,3,2015, , ,78.75,4,204-11,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"58,500",20,3,2015, , ,84.9,8,4,1,N, 
 ,종로유케이201,11110-2334,0201,0011,2013, , , ,"10,300",26,3,2015, , ,12.01,8,201-11,1,N, 
 ,종로유케이201,11110-2334,0201,0011,2013, , , ,"10,500",26,3,2015, , ,12.08,11,201-11,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"53,000",24,3,2015, , ,84.9,13,232,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"49,500",21,3,2015, , ,84.9,16,232,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"60,000",20,3,2015, , ,98.39,14,48-2,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"27,000",20,3,2015, , ,59.22,7,254,1,N, 
 ,경희궁의아침4단지,11110-117,0073,0000,2004, , , ,"115,000",23,3,2015, , ,150.48,14,73,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"38,100",9,3,2015, , ,59.95,20,232,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,000",16,3,2015, , ,64.66,14,703,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"56,300",6,3,2015, , ,84.9,4,4,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"11,300",20,3,2015, , ,15.855,12,1421-1,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"51,600",6,3,2015, , ,84.95,5,76,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"56,800",12,3,2015, , ,114.7153,4,766,1,N, 
 ,롯데미도파광화문빌딩,11110-12,0145,0000,1981, , , ,"42,500",9,3,2015, , ,93.36,7,145,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,990",12,3,2015, , ,114.9,14,82,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"66,000",10,3,2015, , ,84.858,13,60,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"25,700",7,3,2015, , ,48.54,7,55,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"37,990",8,3,2015, , ,60,14,82,1,N, 
 ,숭인상가,11110-48,0204,0011,1979, , , ,"31,000",2,3,2015, , ,78.75,4,204-11,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"51,000",3,3,2015, , ,84.98,17,48-2,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"28,000",7,3,2015, , ,64.66,10,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,200",9,3,2015, , ,54.7,14,702,1,N, 
 ,이화에수풀,11110-2359,0195,0010,2014, , , ,"17,500",2,3,2015, , ,16.98,13,195-10,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,200",8,3,2015, , ,79.87,10,702,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,000",3,3,2015, , ,15,4,296-19,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,900",2,3,2015, , ,54.7,3,702,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"51,000",2,3,2015, , ,84.95,4,76,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"37,490",30,4,2015, , ,60,10,82,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"33,700",25,4,2015, , ,44.37,8,237,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"45,990",28,4,2015, , ,84.92,2,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"25,500",29,4,2015, , ,54.7,8,703,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"105,000",22,4,2015, , ,159.01,11,9,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"55,970",24,4,2015, , ,84.92,14,82,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"47,500",24,4,2015, , ,84.21,2,72,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"41,600",10,4,2015, , ,59.9426,3,766,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"40,500",27,4,2015, , ,59.92,11,2-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,800",23,4,2015, , ,64.66,10,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"24,900",5,4,2015, , ,54.7,5,703,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"12,950",29,4,2015, , ,19.466,16,202-3,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"36,000",27,4,2015, , ,59.9426,1,766,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"32,000",6,4,2015, , ,79.87,4,702,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"64,800",13,4,2015, , ,112.54,15,76,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"36,000",13,4,2015, , ,59.95,2,232,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"71,000",9,4,2015, , ,108.95,6,254,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,900",28,4,2015, , ,64.66,11,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,000",1,4,2015, , ,64.66,7,703,1,N, 
 ,숭인모범105동,11110-136,0569,0003,2000, , , ,"24,000",26,4,2015, , ,59.74,5,569-3,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"12,850",24,4,2015, , ,17.811,16,202-3,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"13,600",29,4,2015, , ,19.466,6,202-3,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"110,000",10,4,2015, , ,157.289,12,60,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"51,470",7,4,2015, , ,84.92,5,82,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"59,000",24,4,2015, , ,114.7153,14,766,1,N, 
 ,운현신화타워,11110-16,0030,0006,1998, , , ,"30,900",10,4,2015, , ,57.18,11,30-6,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"31,800",30,4,2015, , ,79.87,14,703,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"56,500",13,4,2015, , ,84.9,8,4,1,N, 
 ,MID그린(2동),11110-153,0601,0001,2002, , , ,"22,000",1,4,2015, , ,59.26,3,601-1,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"107,500",4,4,2015, , ,157.289,9,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"48,000",3,4,2015, , ,59.993,7,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"49,400",10,4,2015, , ,59.993,10,60,1,N, 
 ,이화에수풀,11110-2359,0195,0010,2014, , , ,"17,000",19,4,2015, , ,16.98,10,195-10,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"36,780",6,4,2015, , ,60,13,82,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"81,000",2,4,2015, , ,138.66,9,254,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,500",12,4,2015, , ,79.87,6,702,1,N, 
 ,동아,11110-51,0101,0000,1995, , , ,"33,000",22,4,2015, , ,59.98,5,101,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"39,100",24,4,2015, , ,59.92,1,2-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,400",24,4,2015, , ,54.7,5,702,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"48,000",6,4,2015, , ,84.9,11,232,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"45,000",2,4,2015, , ,84.5,7,23-816,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"54,990",4,4,2015, , ,84.92,11,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,500",25,4,2015, , ,64.66,14,703,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"34,800",17,4,2015, , ,50.49,3,237,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,000",18,4,2015, , ,14.69,8,296-19,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"28,000",22,4,2015, , ,54.7,13,702,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,500",10,4,2015, , ,59.92,1,2-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"35,600",4,4,2015, , ,79.87,13,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"37,090",16,4,2015, , ,60,10,82,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"85,000",1,4,2015, , ,103.77,3,95,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,600",9,4,2015, , ,79.87,7,702,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"60,000",11,4,2015, , ,106.81,15,48-2,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"45,000",8,4,2015, , ,84.5,10,23-816,1,N, 
 ,리치캐슬아파트,11110-128,0033,0085,2003, , , ,"38,000",14,4,2015, , ,80.37,3,33-85,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"42,250",11,4,2015, , ,106.62,9,703,1,N, 
 ,송림아마레스아파트,11110-127,0002,0012,2003, , , ,"17,500",4,4,2015, , ,34.7,6,2-12,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,200",8,4,2015, , ,16.67,10,296-19,1,N, 
