aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"36,500",23,10,2014, , ,79.87,5,702,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,850",15,10,2014, , ,59.92,5,2-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"38,490",7,10,2014, , ,60,5,82,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"49,000",15,10,2014, , ,84.9,2,4,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,600",18,10,2014, , ,22.17,13,62-2,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"47,000",9,10,2014, , ,84.9,6,232,1,N, 
 ,경희궁의아침4단지,11110-117,0073,0000,2004, , , ,"104,000",5,10,2014, , ,124.17,5,73,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"18,500",17,10,2014, , ,28.8,2,328-17,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,000",9,10,2014, , ,64.66,8,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"39,200",6,10,2014, , ,115.53,14,703,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"9,900",1,10,2014, , ,30.46,6,595,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"36,500",7,10,2014, , ,59.95,1,232,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"18,500",2,10,2014, , ,28.8,5,328-17,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,400",5,10,2014, , ,54.7,5,702,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,000",7,10,2014, , ,15,4,296-19,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,500",3,10,2014, , ,54.7,14,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"35,990",24,11,2014, , ,60,8,82,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"70,700",27,11,2014, , ,94.28,2,9,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"53,990",29,11,2014, , ,84.92,9,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"44,490",23,11,2014, , ,84.92,1,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"49,000",29,11,2014, , ,84.9,17,232,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"72,000",15,11,2014, , ,94.51,5,9,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"37,990",29,11,2014, , ,60,6,82,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"104,500",27,11,2014, , ,157.289,17,60,1,N, 
 ,MID그린(9동),11110-95,0601,0006,2002, , , ,"19,800",15,11,2014, , ,59.9,6,601-6,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"115,000",29,11,2014, , ,160.85,6,9,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"41,500",24,11,2014, , ,84.98,8,48-2,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"44,000",24,11,2014, , ,84.64,12,48-2,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"11,900",24,11,2014, , ,15,5,296-19,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"52,000",7,11,2014, , ,84.858,4,60,1,N, 
 ,"동문(비동,씨동)(494-0)",11110-45,0494,0000,1997, , , ,"28,900",10,11,2014, , ,59.82,2,494,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"37,500",24,11,2014, , ,59.9426,6,766,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"56,700",25,11,2014, , ,114.67,9,2-1,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"60,500",14,11,2014, , ,112.54,8,76,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"32,500",17,11,2014, , ,79.87,5,702,1,N, 
 ,동대문맨션,11110-31,0578,0005,1973, , , ,"48,000",26,11,2014, , ,158.18,9,578-5,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,000",20,11,2014, , ,59.9426,5,766,1,N, 
 ,동대문맨션,11110-31,0578,0005,1973, , , ,"47,000",1,11,2014, , ,158.18,7,578-5,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"45,450",5,11,2014, , ,84.92,10,82,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"84,500",3,11,2014, , ,138.66,10,254,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"38,000",10,11,2014, , ,79.87,12,702,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"44,700",14,11,2014, , ,84.9,4,232,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"60,000",3,11,2014, , ,84.858,7,60,1,N, 
 ,혜화훼미리,11110-206,0020,0012,2004, , , ,"55,700",11,11,2014, , ,111.86,3,20-12,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,300",29,11,2014, , ,59.92,2,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,000",25,11,2014, , ,59.92,4,2-1,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"48,300",8,11,2014, , ,59.993,5,60,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"33,500",11,11,2014, , ,79.87,4,702,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"87,900",8,11,2014, , ,94.51,12,9,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"59,700",11,11,2014, , ,84.9,10,4,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"87,000",5,11,2014, , ,108.07,4,9,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"50,500",12,11,2014, , ,84.9,3,4,1,N, 
 ,오성,11110-49,0888,0000,1997, , , ,"20,500",19,11,2014, , ,56.96,1,888,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,500",15,11,2014, , ,64.66,11,703,1,N, 
 ,송림아마레스아파트,11110-121,0009,0001,2004, , , ,"33,000",15,11,2014, , ,84.42,4,9-1,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"40,500",11,11,2014, , ,59.9426,7,766,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"37,000",25,11,2014, , ,59.95,5,232,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"84,850",6,11,2014, , ,94.51,9,9,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"23,000",6,11,2014, , ,28.8,1,328-17,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"59,000",6,11,2014, , ,84.858,10,60,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"40,450",10,11,2014, , ,60,13,82,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"46,000",21,11,2014, , ,84.64,15,48-2,1,N, 
 ,송림아마레스아파트,11110-121,0009,0001,2004, , , ,"33,500",18,11,2014, , ,84.13,7,9-1,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"20,000",20,11,2014, , ,28.8,4,328-17,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"54,450",18,11,2014, , ,84.92,10,82,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"135,000",28,11,2014, , ,191.725,3,108,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"32,800",7,11,2014, , ,79.87,7,702,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"63,500",18,11,2014, , ,84.858,12,60,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"49,990",11,11,2014, , ,84.92,8,82,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"64,000",24,11,2014, , ,138.66,5,254,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"16,800",1,11,2014, , ,21.94,10,62-2,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"40,800",1,11,2014, , ,115.53,7,703,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"51,000",15,11,2014, , ,84.9478,20,766,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"20,000",15,11,2014, , ,28.8,2,328-17,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"48,000",3,11,2014, , ,103.07,3,33-1,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"133,000",10,11,2014, , ,191.725,5,108,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,500",4,11,2014, , ,79.87,5,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,000",3,11,2014, , ,54.7,7,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,300",1,11,2014, , ,54.7,4,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,400",1,11,2014, , ,54.7,10,702,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"48,000",8,12,2014, , ,84.9,2,232,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"99,500",27,12,2014, , ,160.85,1,9,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"29,900",25,12,2014, , ,59.97,10,596,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"33,000",15,12,2014, , ,79.87,7,702,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"42,000",30,12,2014, , ,59.9426,9,766,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"33,500",30,12,2014, , ,79.87,12,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"24,000",29,12,2014, , ,64.66,1,703,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"46,500",27,12,2014, , ,84.92,3,2-1,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"113,000",15,12,2014, , ,146.92,9,9,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"41,500",23,12,2014, , ,58.78,7,55,1,N, 
 ,세종,11110-13,0100,0000,1983, , , ,"47,000",10,12,2014, , ,91.46,10,100,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"155,000",10,12,2014, , ,174.55,7,72,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"111,000",4,12,2014, , ,150.48,12,72,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"37,000",5,12,2014, , ,106.62,2,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"38,790",28,12,2014, , ,60,14,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"39,840",25,12,2014, , ,60,5,82,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,900",27,12,2014, , ,59.92,7,2-1,1,N, 
 ,렉스빌,11110-973,0019,0000,2006, , , ,"69,000",9,12,2014, , ,135.79,2,19,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"43,000",29,12,2014, , ,59.993,1,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"78,000",17,12,2014, , ,114.931,15,60,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"24,000",21,12,2014, , ,54.7,10,703,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"43,000",13,12,2014, , ,84.9,2,236,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"32,980",31,12,2014, , ,60,3,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"29,100",28,12,2014, , ,79.87,6,703,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"20,500",19,12,2014, , ,36.08,6,55,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"38,500",12,12,2014, , ,59.9426,4,766,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"49,500",26,12,2014, , ,84.9478,4,766,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,450",23,12,2014, , ,59.92,4,2-1,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"51,000",15,12,2014, , ,84.8,7,4,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"50,450",15,12,2014, , ,84.92,18,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"51,950",15,12,2014, , ,84.92,16,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"24,000",20,12,2014, , ,54.7,10,703,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"35,500",22,12,2014, , ,59.95,14,232,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,600",15,12,2014, , ,54.7,3,702,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"82,500",9,12,2014, , ,108.07,5,9,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"48,200",14,12,2014, , ,84.9,1,4,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"55,000",29,12,2014, , ,84.9,11,4,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"41,500",31,12,2014, , ,59.9426,5,766,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"40,300",19,12,2014, , ,106.62,6,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"41,500",13,12,2014, , ,115.53,3,703,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"53,500",20,12,2014, , ,84.9,10,4,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"53,000",19,12,2014, , ,84.8,20,4,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"58,000",13,12,2014, , ,114.7153,8,766,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"51,000",31,12,2014, , ,84.9,1,4,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"78,800",27,12,2014, , ,114.931,11,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"52,000",9,12,2014, , ,84.858,1,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"63,500",6,12,2014, , ,84.858,10,60,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"22,000",4,12,2014, , ,54.7,2,703,1,N, 
 ,운현신화타워,11110-16,0030,0006,1998, , , ,"31,000",18,12,2014, , ,57.18,13,30-6,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"105,000",2,12,2014, , ,108.55,8,9,1,N, 
 ,건양하늘터,11110-2128,0023,0000,2006, , , ,"45,500",12,12,2014, , ,84.9,5,23,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"64,300",27,12,2014, , ,84.858,9,60,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"36,000",10,12,2014, , ,59.95,10,232,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,000",12,12,2014, , ,59.9426,9,766,1,N, 
 ,세종아파트,11110-2082,0056,0000,2005, , , ,"65,000",23,12,2014, , ,118.49,3,56,1,N, 
 ,이화에수풀,11110-2359,0195,0010,2014, , , ,"16,400",4,12,2014, , ,16.98,9,195-10,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"59,000",22,12,2014, , ,84.9,8,4,1,N, 
 ,숭인한양LEEPS,11110-2366,1421,0002,2014, , , ,"11,500",13,12,2014, , ,12.78,5,1421-2,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"77,000",2,12,2014, , ,94.51,2,9,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"52,000",15,12,2014, , ,84.95,8,76,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"56,000",20,12,2014, , ,84.858,3,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"69,000",17,12,2014, , ,114.931,1,60,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"75,000",8,12,2014, , ,97.61,7,9,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"51,000",6,12,2014, , ,84.7,14,48-2,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"13,000",2,12,2014, , ,30.46,5,595,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,000",29,1,2015, , ,79.87,6,702,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"110,000",31,1,2015, , ,151.81,10,9,1,N, 
 ,흥인,11110-40,0627,0021,1997, , , ,"17,800",29,1,2015, , ,58.23,3,627-21,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"39,000",24,1,2015, , ,59.92,11,2-1,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"73,000",27,1,2015, , ,94.51,9,9,1,N, 
 ,MID그린(1동),11110-94,0601,0000,2002, , , ,"22,800",31,1,2015, , ,59.55,6,601,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"14,000",27,1,2015, , ,32.56,11,595,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"33,500",19,1,2015, , ,79.87,8,703,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"46,000",23,1,2015, , ,84.81,7,23-76,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"27,400",31,1,2015, , ,64.66,8,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"23,800",11,1,2015, , ,54.7,13,703,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"46,000",28,1,2015, , ,84.92,2,2-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"23,800",30,1,2015, , ,54.7,4,703,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,700",20,1,2015, , ,59.92,6,2-1,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"33,500",23,1,2015, , ,59.4,1,236,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"37,150",21,1,2015, , ,59.9426,2,766,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"47,000",7,1,2015, , ,84.92,5,2-1,1,N, 
 ,광화문스페이스본(106동),11110-2204,0009,0001,2008, , , ,"100,500",29,1,2015, , ,150.4,4,9-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,200",31,1,2015, , ,59.92,5,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"55,000",19,1,2015, , ,114.67,5,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,800",17,1,2015, , ,59.92,2,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"47,500",9,1,2015, , ,84.92,4,2-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"68,900",10,1,2015, , ,114.9,19,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"35,000",10,1,2015, , ,106.62,1,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,900",13,1,2015, , ,114.9,8,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"33,000",24,1,2015, , ,79.87,5,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"58,900",20,1,2015, , ,114.9,2,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"67,400",9,1,2015, , ,114.9,19,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"52,400",9,1,2015, , ,84.92,12,82,1,N, 
 ,세종로대우,11110-14,0167,0000,1994, , , ,"50,000",26,1,2015, , ,76.66,11,167,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"61,950",10,1,2015, , ,114.9,12,82,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,600",29,1,2015, , ,59.9426,8,766,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,300",24,1,2015, , ,16.67,5,296-19,1,N, 
 ,롯데미도파광화문빌딩,11110-12,0145,0000,1981, , , ,"44,200",19,1,2015, , ,93.36,9,145,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,500",8,1,2015, , ,59.9426,7,766,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"100,000",7,1,2015, , ,151.81,9,9,1,N, 
 ,MID그린(4동),11110-97,0601,0005,2002, , , ,"21,000",12,1,2015, , ,59.55,4,601-5,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"52,600",8,1,2015, , ,84.95,30,76,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"24,000",10,1,2015, , ,54.7,4,703,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,950",6,1,2015, , ,54.7,6,702,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,000",14,1,2015, , ,59.9426,5,766,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,900",15,1,2015, , ,59.92,4,2-1,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"62,800",8,1,2015, , ,84.858,12,60,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"14,000",3,1,2015, , ,19.466,14,202-3,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"49,200",10,1,2015, , ,84.9,7,236,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,900",2,1,2015, , ,59.92,11,2-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"40,000",15,1,2015, , ,106.62,9,703,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"77,000",13,1,2015, , ,114.931,11,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"64,800",9,1,2015, , ,84.858,9,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"64,300",6,1,2015, , ,84.858,11,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"77,000",22,1,2015, , ,114.931,7,60,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"44,000",17,1,2015, , ,84.98,10,48-2,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"44,850",17,1,2015, , ,84.92,5,82,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"101,500",20,1,2015, , ,148.09,11,95,1,N, 
 ,탑스빌,11110-105,0178,0076,2003, , , ,"34,500",24,1,2015, , ,82.94,2,178-76,1,N, 
 ,종로중흥S클래스,11110-2339,0202,0003,2013, , , ,"13,400",26,1,2015, , ,19.466,13,202-3,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"50,500",21,1,2015, , ,91.06,5,72,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"12,800",24,1,2015, , ,45.39,4,41-1,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"56,000",12,1,2015, , ,114.7153,2,766,1,N, 
 ,포시즌,11110-219,0095,0015,2003, , , ,"40,000",29,1,2015, , ,100.66,2,95-15,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"25,500",31,1,2015, , ,64.66,4,703,1,N, 
 ,건양하늘터,11110-2128,0023,0000,2006, , , ,"46,900",27,1,2015, , ,82.63,4,23,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"24,700",28,1,2015, , ,54.7,2,702,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"22,000",29,1,2015, , ,53.33,5,595,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"45,000",23,1,2015, , ,84.7,8,48-2,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"41,000",26,1,2015, , ,84.7,12,48-2,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,600",25,1,2015, , ,79.87,8,703,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"40,700",17,1,2015, , ,84.98,9,48-2,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"64,700",14,1,2015, , ,84.858,6,60,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,000",22,1,2015, , ,54.7,2,702,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,200",8,1,2015, , ,59.92,5,2-1,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"91,000",13,1,2015, , ,117.26,16,95,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"32,000",8,1,2015, , ,79.87,8,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"25,000",7,1,2015, , ,54.7,8,703,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"112,000",7,1,2015, , ,155.97,5,45,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"74,000",25,2,2015, , ,111.97,11,254,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"76,500",25,2,2015, , ,94.28,9,9,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"38,500",27,2,2015, , ,59.92,3,2-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"27,900",14,2,2015, , ,54.7,11,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,000",14,2,2015, , ,64.66,4,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"40,000",13,2,2015, , ,106.62,4,703,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"51,500",10,2,2015, , ,84.98,16,48-2,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"66,700",26,2,2015, , ,84.858,13,60,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"47,000",25,2,2015, , ,84.92,12,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"49,000",26,2,2015, , ,84.92,8,2-1,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"104,000",2,2,2015, , ,146.92,12,9,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"55,870",23,2,2015, , ,84.92,14,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"35,790",28,2,2015, , ,60,2,82,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"50,300",12,2,2015, , ,84.95,19,76,1,N, 
